kic,source_id,sdss_g,parallax,parallax_error,Ag_Green_2017,Ag_Green_2017_sigma,Teffi,e_Teffi,FeHi,e_FeHi,new_logg,new_logg_std,new_radius,new_r_std,new_mass,new_mass_std,mass_qflag,loglbol_g_median,loglbol_sigp,loglbol_sigm,dSct
8936034,2106813954139141376,13.849,0.637,0.012,0.22,0.03,6810,238,-0.5,0.3,3.99,0.11,2.01,0.16,1.44,0.25,0,0.896,0.025,0.025,0
8936900,2107128173945862400,12.852,1.564,0.02,0.14,0.04,6626,181,-0.19,0.3,4.27,0.11,1.31,0.08,1.18,0.25,1,0.476,0.022,0.022,0
8937869,2106377619821568640,12.16,1.865,0.024,0.09,0.02,6705,234,-0.02,0.3,4.22,0.11,1.42,0.11,1.23,0.25,1,0.567,0.019,0.019,0
8937933,2106377929059367424,12.967,0.76,0.024,0.12,0.02,6740,191,-0.11,0.3,3.85,0.1,2.44,0.17,1.54,0.25,0,1.045,0.033,0.032,0
8938174,2106401121882636928,13.356,0.841,0.017,0.11,0.02,6669,190,-0.16,0.3,4.02,0.1,1.89,0.12,1.36,0.25,0,0.803,0.025,0.024,0
8938257,2106389164693478912,12.153,1.34,0.028,0.14,0.03,6894,241,0.07,0.3,4.03,0.1,1.89,0.14,1.42,0.25,0,0.86,0.02,0.02,2
8938501,2106389469632879232,14.616,1.042,0.027,0.16,0.02,6700,234,-0.52,0.3,4.6,0.13,0.86,0.06,1.05,0.25,5,0.123,0.018,0.018,0
8938589,2106389950669214464,12.126,1.68,0.025,0.08,0.01,7007,198,-0.44,0.3,4.24,0.1,1.45,0.08,1.32,0.25,1,0.661,0.018,0.018,0
8939230,2106346657398868352,10.628,2.545,0.026,0.09,0.02,6641,232,0.18,0.3,3.92,0.09,2.17,0.16,1.45,0.25,0,0.917,0.019,0.019,0
8939284,2106345935844362752,12.386,2.324,0.024,0.08,0.01,6569,181,-0.2,0.3,4.41,0.11,1.1,0.07,1.14,0.25,5,0.307,0.017,0.018,0
8939379,2106345459106411008,14.474,0.873,0.018,0.13,0.02,6610,189,-0.18,0.3,4.39,0.11,1.14,0.07,1.16,0.25,2,0.349,0.025,0.025,0
8940030,2106424967540290432,14.351,0.713,0.016,0.13,0.02,6877,240,-0.04,0.3,4.3,0.11,1.32,0.1,1.26,0.25,2,0.543,0.027,0.026,0
8940347,2106427883818847488,12.504,0.905,0.022,0.13,0.01,6763,189,-0.38,0.3,3.82,0.09,2.54,0.16,1.58,0.25,0,1.084,0.027,0.027,0
8940640,2106239528033623040,12.456,1.155,0.022,0.11,0.02,7237,253,-0.5,0.3,4.16,0.1,1.66,0.12,1.42,0.25,0,0.832,0.017,0.017,1
8940751,2106240215228382080,12.306,1.052,0.021,0.09,0.02,7059,247,0.07,0.3,4.0,0.1,2.05,0.15,1.5,0.25,0,0.971,0.017,0.017,0
8940866,2106240009069944832,13.06,1.222,0.024,0.09,0.01,6737,235,-0.14,0.3,4.23,0.11,1.41,0.1,1.23,0.25,1,0.567,0.017,0.017,0
8941131,2106236401297115648,13.102,0.976,0.021,0.11,0.02,6770,189,-0.28,0.3,4.09,0.1,1.72,0.1,1.34,0.25,0,0.747,0.017,0.017,0
8941155,2106260895490408832,12.134,1.386,0.022,0.1,0.01,6666,233,-0.36,0.3,3.99,0.1,1.99,0.14,1.4,0.25,0,0.85,0.017,0.017,0
8943283,2130212592370154752,13.339,1.479,0.015,0.12,0.02,6588,189,-0.1,0.3,4.41,0.11,1.11,0.07,1.15,0.25,5,0.32,0.018,0.018,0
8946615,2127251057801030144,13.276,0.99,0.028,0.22,0.02,6837,239,0.07,0.3,4.15,0.11,1.6,0.12,1.32,0.25,0,0.7,0.018,0.018,0
8947044,2127068573232028288,14.726,0.529,0.021,0.23,0.02,6511,193,-0.26,0.3,4.04,0.11,1.83,0.14,1.31,0.25,0,0.732,0.039,0.038,0
8947218,2127067606860097536,13.582,1.27,0.014,0.18,0.02,6598,187,-0.24,0.3,4.35,0.11,1.19,0.07,1.16,0.25,2,0.382,0.017,0.018,0
8947442,2127066301190038784,10.116,2.734,0.023,0.14,0.03,6526,184,-0.48,0.3,3.72,0.09,2.77,0.17,1.48,0.25,0,1.099,0.02,0.02,0
8947548,2127090048068151168,13.334,1.023,0.014,0.21,0.02,6593,230,-0.23,0.3,4.11,0.11,1.65,0.12,1.27,0.25,0,0.668,0.018,0.018,0
8947563,2127089154714940800,15.354,0.494,0.022,0.24,0.02,6673,231,0.13,0.3,4.25,0.12,1.37,0.12,1.22,0.25,1,0.523,0.044,0.043,0
8947729,2127088978617361280,9.829,1.571,0.037,0.18,0.02,9406,329,-0.16,0.3,3.98,0.08,2.52,0.18,2.22,0.25,0,1.65,0.018,0.018,0
8948082,2127078327096216320,12.978,1.215,0.023,0.24,0.02,6726,198,-0.18,0.3,4.14,0.1,1.59,0.1,1.28,0.25,0,0.668,0.019,0.019,0
8948426,2127081453832407552,12.964,1.09,0.024,0.25,0.02,6904,202,-0.11,0.3,4.13,0.11,1.67,0.1,1.36,0.25,0,0.755,0.018,0.018,0
8950675,2127391108094854656,13.505,0.951,0.021,0.17,0.01,6802,238,0.21,0.3,4.19,0.11,1.5,0.12,1.28,0.25,0,0.639,0.025,0.025,0
8951217,2126647941315043712,14.167,1.177,0.015,0.15,0.02,6520,192,-0.13,0.3,4.49,0.12,0.99,0.06,1.09,0.25,5,0.2,0.018,0.018,0
8952632,2126653370153891840,13.427,0.744,0.014,0.24,0.03,6568,191,-0.22,0.3,3.88,0.09,2.28,0.15,1.46,0.25,0,0.942,0.026,0.026,0
8952724,2126652854757803008,13.278,1.438,0.016,0.17,0.03,6722,198,-0.25,0.3,4.39,0.11,1.14,0.07,1.18,0.25,5,0.379,0.02,0.02,0
8955734,2126503321176909568,14.175,0.964,0.016,0.26,0.03,6615,208,-0.1,0.3,4.32,0.12,1.24,0.09,1.16,0.25,2,0.423,0.025,0.024,0
8955867,2126526337899453312,12.516,1.058,0.028,0.25,0.04,7099,194,-0.51,0.3,4.0,0.1,2.03,0.13,1.51,0.25,0,0.976,0.023,0.023,2
8955871,2126526204762698880,14.256,0.8,0.018,0.36,0.07,6615,190,-0.33,0.3,4.16,0.11,1.53,0.11,1.25,0.25,0,0.607,0.039,0.038,0
8955966,2126525964244545280,13.382,0.937,0.014,0.32,0.06,6629,184,-0.21,0.3,4.02,0.1,1.89,0.13,1.36,0.25,0,0.795,0.031,0.031,0
8956412,2126514934768628992,13.985,0.991,0.02,0.24,0.03,6596,187,-0.15,0.3,4.28,0.12,1.29,0.08,1.16,0.25,1,0.456,0.02,0.02,0
8956522,2126512044248296320,14.333,0.93,0.022,0.25,0.03,6557,187,0.22,0.3,4.32,0.12,1.21,0.08,1.14,0.25,2,0.389,0.028,0.028,0
8957365,2126469713051686912,12.871,1.039,0.032,0.3,0.03,6800,205,-0.19,0.3,4.02,0.09,1.94,0.13,1.42,0.25,0,0.86,0.021,0.021,0
8957381,2126471263541386368,12.485,1.506,0.027,0.24,0.04,6821,192,0.0,0.3,4.17,0.1,1.55,0.1,1.3,0.25,0,0.672,0.024,0.024,0
8957572,2126467965006507648,12.378,1.05,0.028,0.3,0.03,6741,190,-0.14,0.3,3.85,0.1,2.44,0.15,1.54,0.25,0,1.043,0.021,0.021,0
8957715,2127969863529756032,13.621,0.852,0.016,0.37,0.04,6567,202,-0.01,0.3,4.0,0.1,1.92,0.14,1.36,0.25,0,0.792,0.028,0.027,0
8958140,2127968965878340864,12.89,0.938,0.022,0.31,0.03,6523,187,-0.58,0.3,3.83,0.09,2.47,0.16,1.5,0.25,0,0.996,0.029,0.029,0
8958340,2127956875548483456,14.294,0.61,0.018,0.29,0.04,6860,240,-0.47,0.3,4.09,0.11,1.74,0.15,1.36,0.25,0,0.78,0.035,0.035,0
8958472,2127958696614647808,14.013,1.107,0.014,0.32,0.05,6563,201,-0.23,0.3,4.34,0.11,1.2,0.08,1.14,0.25,2,0.38,0.025,0.025,0
8958713,2127958112499112576,13.088,0.73,0.025,0.29,0.03,8019,280,0.05,0.3,4.18,0.1,1.71,0.14,1.62,0.25,0,1.038,0.036,0.035,0
8958721,2127958009419893888,15.592,0.406,0.022,0.32,0.03,6531,219,-0.11,0.3,4.1,0.12,1.64,0.15,1.25,0.25,0,0.646,0.054,0.051,0
8958798,2127955191921358464,13.981,0.804,0.015,0.35,0.04,6683,203,-0.25,0.3,4.11,0.11,1.66,0.12,1.3,0.25,0,0.697,0.029,0.028,0
8958817,2127955157561927040,13.954,0.721,0.014,0.36,0.04,6581,191,-0.21,0.3,3.99,0.1,1.97,0.13,1.37,0.25,0,0.815,0.029,0.029,0
8959062,2127953989330517376,10.899,1.257,0.027,0.21,0.04,8114,283,-0.0,0.3,3.93,0.09,2.47,0.19,1.88,0.25,0,1.379,0.022,0.022,0
8959395,2127960311522411648,14.025,1.032,0.015,0.29,0.04,6580,205,-0.33,0.3,4.3,0.12,1.26,0.09,1.15,0.25,2,0.426,0.023,0.023,0
8959708,2079920827440170752,12.509,0.866,0.023,0.28,0.04,6668,189,-0.24,0.3,3.7,0.09,2.92,0.21,1.54,0.25,0,1.18,0.033,0.033,0
8959745,2079920754417513728,12.669,0.715,0.026,0.32,0.04,8110,283,-0.14,0.3,4.04,0.09,2.11,0.17,1.76,0.25,0,1.239,0.04,0.04,1
8960514,2079942199197526656,14.628,0.146,0.019,0.42,0.04,6756,236,-0.09,0.3,3.16,0.14,6.59,0.95,2.32,0.25,0,1.911,0.113,0.102,1
8960703,2079930585605980544,12.714,1.205,0.021,0.26,0.06,6768,191,-0.18,0.3,4.07,0.1,1.8,0.12,1.36,0.25,0,0.787,0.03,0.031,0
8960985,2079931135361845248,11.306,1.312,0.022,0.33,0.04,6878,193,-0.57,0.3,3.66,0.09,3.15,0.2,1.66,0.25,0,1.302,0.023,0.023,0
8961100,2079931582038472832,13.884,1.018,0.014,0.34,0.05,6651,232,-0.15,0.3,4.25,0.13,1.35,0.1,1.2,0.25,1,0.507,0.026,0.027,0
8961115,2079930757404724608,13.713,0.774,0.024,0.41,0.05,7366,257,-1.04,0.3,4.18,0.11,1.62,0.14,1.44,0.25,0,0.841,0.037,0.037,0
8961627,2079933403104682880,13.973,0.738,0.016,0.38,0.03,6992,227,-0.09,0.3,4.15,0.1,1.64,0.12,1.36,0.25,0,0.761,0.028,0.027,0
8961823,2079886188522600960,12.671,1.081,0.025,0.42,0.05,6807,188,-0.57,0.3,3.94,0.09,2.16,0.14,1.48,0.25,0,0.957,0.026,0.026,0
8962064,2079888082609307520,13.783,1.034,0.018,0.39,0.03,6607,200,-0.42,0.3,4.18,0.11,1.46,0.09,1.22,0.25,0,0.564,0.02,0.021,0
8963002,2079977624086832000,13.248,0.556,0.02,0.51,0.04,7364,257,-0.15,0.3,3.79,0.09,2.82,0.23,1.8,0.25,0,1.324,0.039,0.038,1
8964073,2079968450036824832,13.288,0.982,0.014,0.27,0.04,7294,255,-0.2,0.3,4.28,0.1,1.41,0.11,1.38,0.25,2,0.703,0.024,0.024,0
8964391,2079781086385710336,13.822,1.05,0.013,0.27,0.05,6576,201,-0.51,0.3,4.24,0.12,1.36,0.09,1.18,0.25,1,0.494,0.025,0.025,0
8964755,2079782117177904640,12.713,0.89,0.023,0.31,0.03,7335,256,-0.07,0.3,4.0,0.1,2.09,0.16,1.58,0.25,0,1.057,0.03,0.03,1
8964935,2079782014098714624,9.778,1.887,0.038,0.15,0.04,8148,285,-0.04,0.3,3.86,0.09,2.7,0.22,1.96,0.25,0,1.463,0.025,0.026,1
8972489,2079364435903682304,12.474,1.285,0.028,0.51,0.06,7029,226,-0.05,0.3,4.03,0.1,1.92,0.14,1.46,0.25,0,0.911,0.03,0.03,1
8972966,2079370624952478336,11.451,1.308,0.032,0.53,0.05,7880,275,-0.1,0.3,3.96,0.09,2.3,0.18,1.78,0.25,0,1.266,0.028,0.029,1
8973529,2079322693116139520,13.136,1.143,0.024,0.54,0.05,6932,220,-0.57,0.3,4.13,0.11,1.66,0.12,1.36,0.25,0,0.757,0.026,0.026,0
8973583,2079325098297865216,13.741,0.598,0.022,0.73,0.03,8359,292,0.08,0.3,4.19,0.1,1.73,0.14,1.7,0.25,0,1.117,0.038,0.037,0
8973811,2079324647316309248,12.823,1.198,0.027,0.65,0.1,6593,205,-0.09,0.3,3.92,0.11,2.18,0.17,1.44,0.25,0,0.907,0.043,0.043,0
8974140,2079321456165652608,14.178,0.508,0.019,0.84,0.07,7168,283,-0.26,0.3,3.87,0.11,2.49,0.24,1.66,0.25,0,1.169,0.046,0.045,1
8975485,2079403197982216192,13.363,0.791,0.031,0.85,0.03,6525,228,-0.38,0.3,3.67,0.1,3.0,0.24,1.53,0.25,0,1.166,0.04,0.04,0
8975515,2079403021883452288,9.431,2.506,0.039,0.22,0.08,7399,258,-0.51,0.3,3.71,0.09,3.15,0.25,1.9,0.25,0,1.429,0.036,0.037,1
8975644,2079400105605767936,14.1,0.497,0.019,0.88,0.05,6922,268,-0.39,0.3,3.73,0.1,2.94,0.28,1.72,0.25,0,1.254,0.041,0.041,1
8975965,2079399620269354112,13.938,0.775,0.018,1.01,0.08,6549,229,0.04,0.3,3.83,0.11,2.46,0.21,1.5,0.25,0,1.0,0.042,0.042,0
8976187,2079405633219630976,12.716,0.816,0.026,0.86,0.12,9673,338,0.07,0.3,4.28,0.11,1.7,0.17,2.0,0.25,1,1.359,0.057,0.056,1
8976195,2079405397005595904,13.329,0.83,0.018,0.78,0.06,6616,218,-0.22,0.3,3.76,0.1,2.65,0.21,1.46,0.25,0,1.085,0.035,0.035,0
8976344,2079405774962760448,11.577,1.004,0.025,0.72,0.05,6549,187,0.11,0.3,3.36,0.08,4.8,0.32,1.94,0.25,0,1.582,0.028,0.028,1
8976589,2079219442103928960,14.135,0.568,0.017,1.05,0.04,6592,225,-0.1,0.3,3.65,0.1,3.1,0.26,1.57,0.25,0,1.214,0.034,0.034,1
8978630,2079223698404956288,11.106,2.491,0.036,0.67,0.1,7096,205,-0.58,0.3,4.0,0.1,2.01,0.16,1.5,0.25,0,0.963,0.044,0.044,1
8979487,2079183536176726016,14.055,0.527,0.023,0.99,0.06,7189,251,-0.2,0.3,3.8,0.1,2.73,0.24,1.73,0.25,0,1.254,0.047,0.047,1
8981568,2085176316924228352,12.066,0.978,0.024,0.77,0.04,6920,203,-0.0,0.3,3.58,0.09,3.53,0.23,1.76,0.25,0,1.411,0.024,0.024,0
8982583,2082171527746130816,10.624,1.577,0.026,0.31,0.09,6550,229,-0.04,0.3,3.47,0.1,4.03,0.34,1.78,0.25,0,1.431,0.04,0.04,0
8983393,2082182213625081856,11.28,1.972,0.027,0.48,0.12,7563,264,0.07,0.3,4.1,0.11,1.82,0.17,1.54,0.25,0,0.987,0.051,0.051,0
8983785,2082183003899136640,12.31,0.962,0.025,0.83,0.1,7721,270,-0.13,0.3,3.87,0.1,2.58,0.24,1.82,0.25,0,1.328,0.05,0.05,0
8985157,2082138572453810176,12.424,1.131,0.023,0.65,0.07,6624,196,-0.28,0.3,3.73,0.1,2.75,0.2,1.49,0.25,0,1.117,0.032,0.032,0
8985278,2082139263951162496,13.259,1.126,0.02,0.74,0.1,6534,195,-0.44,0.3,3.95,0.1,2.04,0.16,1.38,0.25,0,0.836,0.045,0.045,0
9002496,2106995407916414592,14.892,0.658,0.02,0.13,0.02,6741,235,-0.02,0.3,4.38,0.12,1.17,0.1,1.19,0.25,5,0.407,0.032,0.031,0
9003326,2106827320077175808,12.626,1.857,0.024,0.11,0.02,6583,187,-0.09,0.3,4.32,0.11,1.23,0.08,1.15,0.25,2,0.406,0.018,0.018,0
9003444,2106827182638467456,13.011,1.291,0.038,0.12,0.01,7143,216,-0.12,0.3,4.4,0.1,1.19,0.08,1.28,0.25,5,0.524,0.017,0.018,0
9003618,2106826117486382336,14.774,0.522,0.023,0.16,0.02,6654,232,-0.13,0.3,4.11,0.12,1.64,0.14,1.28,0.25,0,0.677,0.043,0.041,0
9003923,2106819692215351296,12.934,1.671,0.024,0.1,0.01,6560,229,-0.14,0.3,4.34,0.12,1.19,0.09,1.14,0.25,2,0.371,0.017,0.018,0
9004034,2106819348617971072,14.725,0.875,0.024,0.16,0.01,6531,228,-0.1,0.3,4.45,0.12,1.05,0.08,1.1,0.25,5,0.255,0.029,0.029,0
9004677,2106769320839064320,14.403,0.764,0.017,0.22,0.04,6569,229,0.01,0.3,4.21,0.12,1.4,0.1,1.18,0.25,1,0.518,0.029,0.029,0
9004809,2107143876346967808,15.347,0.487,0.021,0.26,0.01,6588,230,-0.26,0.3,4.2,0.12,1.45,0.12,1.21,0.25,1,0.551,0.042,0.041,0
9005210,2107141505524355200,14.044,0.431,0.018,0.22,0.02,7764,271,-0.21,0.3,4.07,0.1,1.95,0.16,1.64,0.25,0,1.095,0.042,0.04,1
9005959,2107133327906695168,13.665,0.923,0.018,0.2,0.03,6775,205,-0.14,0.3,4.19,0.11,1.5,0.1,1.27,0.25,0,0.632,0.025,0.025,0
9005972,2107132846871002112,15.13,0.356,0.024,0.16,0.01,6930,242,-0.19,0.3,4.05,0.12,1.84,0.19,1.4,0.25,0,0.847,0.063,0.06,0
9006372,2106405485569198080,14.943,0.767,0.026,0.13,0.02,6753,236,-0.03,0.3,4.5,0.13,0.98,0.08,1.12,0.25,5,0.253,0.035,0.034,0
9006945,2106391226278006400,12.076,1.396,0.026,0.1,0.01,6798,200,-0.11,0.3,4.02,0.1,1.91,0.12,1.4,0.25,0,0.846,0.017,0.017,0
9007322,2106393287862180736,12.545,1.067,0.025,0.13,0.02,6848,239,0.07,0.3,4.0,0.1,1.98,0.14,1.44,0.25,0,0.89,0.018,0.018,0
9007666,2106347383251769984,13.809,0.651,0.017,0.14,0.01,7140,225,-0.05,0.3,4.13,0.1,1.69,0.12,1.42,0.25,0,0.828,0.028,0.028,0
9007942,2106440188904338304,14.309,0.847,0.017,0.13,0.01,6650,232,-0.29,0.3,4.31,0.13,1.24,0.1,1.18,0.25,2,0.435,0.024,0.024,0
9008078,2106437130887630720,13.956,1.095,0.017,0.12,0.01,6806,206,-0.24,0.3,4.46,0.11,1.03,0.07,1.16,0.25,5,0.315,0.017,0.017,0
9008427,2106426165831927040,10.662,2.468,0.027,0.12,0.02,6563,229,-0.54,0.3,3.87,0.1,2.36,0.18,1.48,0.25,0,0.967,0.019,0.019,0
9008969,2106430293299823616,13.938,0.625,0.016,0.11,0.01,7009,215,-0.24,0.3,4.12,0.1,1.73,0.11,1.4,0.25,0,0.813,0.028,0.027,0
9009036,2106427750679026688,13.728,0.85,0.013,0.13,0.01,6539,189,-0.16,0.3,4.09,0.11,1.67,0.1,1.26,0.25,0,0.663,0.022,0.021,0
9009357,2106241520898446720,13.795,0.885,0.013,0.13,0.02,6843,208,-0.15,0.3,4.25,0.11,1.39,0.09,1.26,0.25,1,0.58,0.021,0.021,0
9009362,2106241654036910848,12.412,1.423,0.023,0.11,0.01,7125,210,-0.17,0.3,4.25,0.1,1.44,0.09,1.34,0.25,1,0.682,0.017,0.017,0
9009421,2106265160398132224,15.24,0.64,0.022,0.14,0.02,6520,198,-0.11,0.3,4.38,0.12,1.13,0.08,1.12,0.25,2,0.317,0.035,0.034,0
9009624,2106264198325756672,14.489,0.332,0.016,0.12,0.01,6551,229,-0.17,0.3,3.68,0.1,3.0,0.25,1.54,0.25,0,1.175,0.046,0.044,0
9009650,2106261243388254592,13.188,0.527,0.019,0.12,0.01,7352,257,0.36,0.3,3.86,0.09,2.54,0.2,1.72,0.25,0,1.228,0.035,0.035,0
9009724,2106261174668772864,14.394,0.83,0.017,0.12,0.02,6594,230,0.06,0.3,4.32,0.12,1.22,0.09,1.15,0.25,2,0.406,0.024,0.024,0
9009733,2106261617044902016,12.565,1.424,0.023,0.08,0.01,6893,197,0.02,0.3,4.24,0.11,1.43,0.09,1.28,0.25,1,0.62,0.017,0.017,0
9012615,2127211784620762112,15.273,0.23,0.021,0.19,0.02,7265,254,-0.2,0.3,3.88,0.13,2.4,0.28,1.64,0.25,0,1.161,0.081,0.075,0
9015569,2127260334930405632,14.129,0.549,0.018,0.29,0.04,7447,260,-0.21,0.3,4.16,0.11,1.68,0.15,1.48,0.25,0,0.891,0.038,0.037,0
9016039,2127258788742228736,14.401,0.453,0.017,0.29,0.02,7189,251,0.28,0.3,4.04,0.1,1.93,0.16,1.5,0.25,0,0.953,0.038,0.037,0
9016344,2127094343035837056,12.582,0.924,0.047,0.23,0.02,7221,252,-0.13,0.3,3.97,0.11,2.14,0.19,1.57,0.25,0,1.052,0.049,0.047,1
9016467,2127093651541776000,11.047,2.382,0.023,0.12,0.03,7233,221,-0.06,0.3,4.19,0.1,1.57,0.11,1.4,0.25,0,0.786,0.021,0.021,2
9016688,2127092384530784768,14.723,0.613,0.018,0.26,0.02,6730,235,-0.18,0.3,4.21,0.11,1.45,0.11,1.25,0.25,1,0.592,0.031,0.03,0
9017303,2127085684381522048,14.16,1.036,0.016,0.19,0.02,6580,196,-0.09,0.3,,,1.12,0.07,1.15,0.25,2,0.324,0.018,0.018,0
9017718,2127081698652307200,13.936,1.159,0.014,0.23,0.02,6565,195,-0.22,0.3,4.38,0.11,1.14,0.07,1.16,0.25,2,0.338,0.018,0.018,0
9017929,2127083038682061440,12.359,1.198,0.028,0.2,0.02,6960,243,0.07,0.3,4.03,0.1,1.92,0.14,1.44,0.25,0,0.892,0.018,0.017,1
9018502,2127409937231286272,12.904,1.046,0.024,0.27,0.02,7161,219,-0.46,0.3,4.14,0.09,1.67,0.11,1.42,0.25,0,0.822,0.018,0.018,0
9018675,2127407497689902976,13.654,1.104,0.014,0.22,0.02,6615,210,0.07,0.3,4.27,0.11,1.31,0.09,1.17,0.25,1,0.469,0.018,0.018,0
9018707,2127407428971581056,13.993,1.103,0.016,0.22,0.02,6655,209,-0.08,0.3,4.41,0.11,1.11,0.07,1.16,0.25,5,0.342,0.018,0.018,0
9019389,2127401553455338752,14.989,0.627,0.018,0.28,0.02,6604,231,-0.2,0.3,4.25,0.12,1.33,0.11,1.18,0.25,1,0.484,0.031,0.03,0
9019467,2127401175498207872,13.066,1.466,0.023,0.17,0.02,6667,233,-0.14,0.3,4.31,0.12,1.26,0.09,1.18,0.25,2,0.451,0.018,0.019,0
9020059,2127399010834798976,15.577,0.438,0.027,0.25,0.01,6568,229,-0.01,0.3,4.19,0.13,1.46,0.14,1.21,0.25,0,0.551,0.058,0.055,0
9020157,2126648834668568320,10.889,2.353,0.029,0.14,0.03,6880,137,0.02,0.15,4.01,0.09,1.96,0.1,1.44,0.25,0,0.888,0.021,0.021,0
9020199,2126648869028308608,8.948,2.596,0.027,0.13,0.03,6912,207,-0.13,0.3,3.46,0.08,4.29,0.27,1.92,0.25,0,1.577,0.022,0.022,1
9075887,2106398407463361536,15.246,0.47,0.024,0.14,0.01,6534,228,-0.33,0.3,4.16,0.13,1.53,0.14,1.23,0.25,0,0.583,0.048,0.046,0
9020988,2126667388927076096,14.085,0.845,0.015,0.2,0.02,6742,208,-0.44,0.3,4.24,0.11,1.38,0.09,1.23,0.25,1,0.55,0.024,0.024,0
9021200,2126657149725073792,14.206,0.594,0.014,0.21,0.02,6645,202,-0.14,0.3,4.01,0.1,1.92,0.14,1.37,0.25,0,0.81,0.028,0.027,0
9021291,2126663609355929472,14.365,0.448,0.019,0.23,0.03,6589,191,-0.38,0.3,3.83,0.1,2.48,0.19,1.52,0.25,0,1.02,0.043,0.041,0
9021318,2126663364535924352,12.891,1.274,0.031,0.16,0.02,7072,218,-0.04,0.3,4.32,0.1,1.31,0.08,1.31,0.25,2,0.588,0.019,0.019,0
9022082,2126660272159472768,12.479,1.943,0.024,0.13,0.02,6552,184,-0.67,0.3,4.27,0.12,1.31,0.08,1.16,0.25,1,0.455,0.019,0.019,0
9024721,2126530259211815936,14.375,0.641,0.021,0.29,0.07,6627,231,-0.07,0.3,4.08,0.12,1.73,0.15,1.3,0.25,0,0.714,0.043,0.043,0
9024768,2126527441713288960,13.622,1.073,0.078,0.21,0.03,6545,216,-0.9,0.3,4.19,0.12,1.45,0.1,1.2,0.25,0,0.542,0.021,0.021,0
9024795,2126527476073039488,13.662,1.087,0.016,0.21,0.03,6777,206,-1.53,0.3,4.3,0.11,1.31,0.09,1.23,0.25,2,0.513,0.021,0.021,0
9024810,2126530946406633728,14.661,0.507,0.022,0.25,0.03,6778,237,-0.56,0.3,4.06,0.12,1.78,0.16,1.36,0.25,0,0.781,0.044,0.042,0
9025367,2126516412237392384,14.021,1.037,0.019,0.23,0.05,6700,238,-0.2,0.3,4.37,0.12,1.17,0.09,1.18,0.25,2,0.393,0.027,0.027,0
9025557,2126522596990366720,10.767,2.368,0.025,0.13,0.03,6702,194,-0.65,0.3,3.91,0.09,2.22,0.14,1.48,0.25,0,0.951,0.022,0.022,0
9025600,2126522700069594368,13.562,0.76,0.016,0.29,0.05,6674,222,-0.88,0.3,3.95,0.11,2.11,0.16,1.44,0.25,0,0.9,0.032,0.031,0
9025688,2126522390831979264,13.576,1.363,0.013,0.19,0.03,6720,206,-1.6,0.3,4.41,0.11,1.11,0.07,1.17,0.25,5,0.354,0.021,0.021,0
9026611,2127974051116263424,12.437,1.107,0.021,0.31,0.03,7509,262,-0.03,0.3,4.12,0.1,1.75,0.13,1.52,0.25,0,0.943,0.021,0.021,1
9026752,2127973024625705344,15.263,0.598,0.022,0.29,0.03,6595,212,-0.13,0.3,4.3,0.12,1.25,0.1,1.16,0.25,2,0.423,0.038,0.037,0
9027328,2127971272279180800,13.756,0.628,0.013,0.32,0.04,7278,265,-0.22,0.3,4.07,0.1,1.88,0.16,1.5,0.25,0,0.951,0.028,0.028,0
9027760,2127964499112346496,12.411,1.022,0.018,0.27,0.03,6584,181,-0.25,0.3,3.76,0.09,2.6,0.16,1.44,0.25,0,1.059,0.021,0.021,0
9027876,2127964262892303104,11.582,1.116,0.021,0.24,0.02,6806,192,-0.29,0.3,3.66,0.09,3.13,0.19,1.63,0.25,0,1.278,0.019,0.019,0
9027888,2127964984447184384,14.294,0.937,0.132,0.28,0.03,6919,242,0.02,0.3,4.4,0.18,1.16,0.2,1.24,0.25,5,0.444,0.146,0.127,0
9028104,2127961342314548096,13.324,0.719,0.014,0.34,0.03,7318,256,-0.16,0.3,4.03,0.1,1.99,0.15,1.54,0.25,0,1.009,0.026,0.026,1
9028134,2127963227802024704,12.995,0.84,0.02,0.26,0.05,6574,191,-0.44,0.3,3.82,0.1,2.51,0.17,1.52,0.25,0,1.025,0.032,0.032,1
9028154,2127961411034033536,12.42,0.634,0.021,0.29,0.03,8297,290,-0.15,0.3,3.94,0.09,2.46,0.2,1.92,0.25,0,1.413,0.035,0.035,1
9028438,2127962441826204544,13.26,1.433,0.016,0.18,0.05,6524,201,-0.11,0.3,4.29,0.11,1.26,0.09,1.14,0.25,1,0.41,0.026,0.026,0
9031086,2079888563645698560,11.096,2.876,0.043,0.18,0.05,6529,331,-0.28,0.3,4.08,0.12,1.72,0.18,1.28,0.25,0,0.686,0.027,0.028,0
9031330,2079981541096952448,14.386,0.818,0.016,0.48,0.05,6709,234,-0.25,0.3,4.23,0.12,1.42,0.11,1.24,0.25,1,0.568,0.031,0.031,0
9031731,2079978002043954944,13.719,0.629,0.012,0.47,0.03,7080,232,-0.17,0.3,3.94,0.1,2.18,0.16,1.55,0.25,0,1.03,0.027,0.027,0
9032082,2079967900280936704,10.645,2.476,0.02,0.25,0.05,6538,174,-0.07,0.3,3.82,0.09,2.48,0.15,1.51,0.25,0,1.007,0.026,0.026,0
9032189,2079973908936630272,12.587,1.042,0.02,0.39,0.03,6621,188,-0.29,0.3,3.83,0.09,2.49,0.15,1.54,0.25,0,1.029,0.02,0.02,0
