kic,source_id,sdss_g,parallax,parallax_error,Ag_Green_2017,Ag_Green_2017_sigma,Teffi,e_Teffi,FeHi,e_FeHi,new_logg,new_logg_std,new_radius,new_r_std,new_mass,new_mass_std,mass_qflag,loglbol_g_median,loglbol_sigp,loglbol_sigm,dSct
11546415,2132247066837346048,13.242,0.883,0.026,0.17,0.02,6537,183,-0.82,0.3,3.95,0.1,2.08,0.14,1.4,0.25,0,0.852,0.031,0.031,0
11546578,2132252598755258880,12.267,2.309,0.026,0.1,0.01,6727,235,-0.26,0.3,4.42,0.12,1.1,0.08,1.17,0.25,5,0.351,0.018,0.018,0
11546920,2132206037012778752,13.019,1.055,0.024,0.13,0.02,6704,234,-0.28,0.3,4.1,0.11,1.71,0.13,1.32,0.25,0,0.728,0.018,0.017,0
11547271,2132214562524734208,11.08,1.568,0.024,0.13,0.02,6642,232,0.26,0.3,3.69,0.1,2.88,0.21,1.53,0.25,0,1.164,0.019,0.019,0
11547316,2132213875329965312,13.744,0.829,0.014,0.12,0.02,6718,195,-0.3,0.3,4.14,0.11,1.59,0.1,1.28,0.25,0,0.668,0.023,0.023,0
11547897,2132031218961612928,12.798,1.149,0.024,0.13,0.02,7007,197,-0.09,0.3,4.19,0.1,1.55,0.09,1.34,0.25,0,0.716,0.018,0.018,0
11548813,2132106638586998528,12.338,2.062,0.023,0.08,0.01,6661,182,-0.37,0.3,4.34,0.11,1.22,0.07,1.18,0.25,2,0.422,0.017,0.017,0
11548870,2132106604227267072,11.956,2.023,0.024,0.09,0.01,6687,234,-0.48,0.3,4.19,0.11,1.48,0.11,1.24,0.25,0,0.596,0.017,0.017,0
11548888,2132112617181494272,14.234,0.348,0.015,0.14,0.02,7014,245,0.21,0.3,3.8,0.1,2.69,0.23,1.68,0.25,0,1.197,0.043,0.041,1
11548894,2132111723828289920,12.259,1.361,0.021,0.1,0.01,6899,241,0.07,0.3,4.08,0.1,1.73,0.12,1.37,0.25,0,0.786,0.017,0.017,0
11548919,2132111891329691776,11.877,1.206,0.02,0.11,0.01,7804,273,-0.1,0.3,4.16,0.09,1.73,0.12,1.58,0.25,0,0.999,0.017,0.017,0
11549175,2132066403333436544,13.464,0.873,0.012,0.14,0.02,6518,183,-0.37,0.3,4.02,0.1,1.86,0.12,1.32,0.25,0,0.749,0.021,0.021,0
11549192,2132064788425720192,13.477,0.546,0.019,0.15,0.02,9150,320,-0.04,0.3,4.39,0.1,1.4,0.11,1.75,0.25,5,1.091,0.035,0.035,0
11550154,2132077398449866112,11.512,1.901,0.019,0.11,0.02,7475,261,-0.19,0.3,4.27,0.1,1.45,0.1,1.42,0.25,1,0.774,0.019,0.019,2
11551135,2132813555845170688,13.488,0.986,0.019,0.16,0.02,6813,238,0.21,0.3,4.23,0.11,1.42,0.1,1.25,0.25,1,0.59,0.018,0.018,0
11551487,2132768200990556544,12.189,1.731,0.019,0.11,0.02,6783,237,0.1,0.3,4.2,0.12,1.48,0.11,1.26,0.25,1,0.619,0.018,0.018,0
11551652,2132769158764295040,11.559,1.463,0.019,0.13,0.02,7304,255,-0.5,0.3,4.03,0.1,1.99,0.15,1.54,0.25,0,1.007,0.017,0.018,0
11551962,2132765280412857728,12.963,0.737,0.019,0.2,0.01,6718,235,-0.22,0.3,3.8,0.1,2.65,0.2,1.6,0.25,0,1.11,0.028,0.028,0
11553717,2132670894211489664,13.06,0.906,0.026,0.16,0.03,6525,182,-0.43,0.3,3.91,0.1,2.18,0.15,1.42,0.25,0,0.89,0.032,0.032,0
11554345,2132627837161228800,11.814,2.018,0.028,0.15,0.03,6765,183,-0.04,0.3,4.16,0.1,1.56,0.09,1.28,0.25,0,0.66,0.02,0.021,0
12167186,2135560715709844352,10.008,2.473,0.025,0.08,0.01,6602,231,0.16,0.3,3.68,0.1,3.0,0.23,1.55,0.25,0,1.187,0.018,0.018,0
11554530,2132626668931269376,12.666,0.875,0.024,0.21,0.03,6691,185,-0.03,0.3,3.81,0.1,2.56,0.17,1.57,0.25,0,1.074,0.031,0.031,0
11554926,2132648560381866112,13.339,1.303,0.014,0.13,0.01,6562,190,-0.07,0.3,4.3,0.11,1.26,0.08,1.14,0.25,1,0.427,0.017,0.017,0
11555098,2132636637553108096,13.679,0.956,0.016,0.15,0.02,6608,191,-0.05,0.3,4.17,0.12,1.48,0.1,1.22,0.25,0,0.575,0.022,0.022,0
11555103,2132636397034054144,14.4,0.763,0.017,0.14,0.02,6629,232,-0.06,0.3,4.26,0.12,1.33,0.11,1.18,0.25,1,0.488,0.026,0.026,0
11558119,2129961663201129472,13.902,0.988,0.017,0.13,0.02,6938,213,-0.09,0.3,4.42,0.11,1.12,0.08,1.22,0.25,5,0.415,0.018,0.018,0
11558157,2129963308169671424,12.774,1.791,0.022,0.11,0.01,6687,234,-0.24,0.3,4.39,0.12,1.15,0.08,1.18,0.25,5,0.375,0.017,0.017,0
11558217,2129963175029652352,13.701,0.63,0.013,0.17,0.01,6742,202,-0.44,0.3,3.93,0.09,2.17,0.14,1.47,0.25,0,0.944,0.025,0.024,0
11558366,2129960254451904512,14.298,0.712,0.026,0.15,0.02,6730,235,-0.23,0.3,4.21,0.11,1.46,0.12,1.25,0.25,1,0.593,0.037,0.036,0
11558455,2129966267406136832,14.683,0.346,0.023,0.16,0.02,9023,315,-0.07,0.3,4.43,0.11,1.3,0.13,1.7,0.25,5,1.007,0.062,0.059,1
11559046,2129775364700567936,11.303,2.851,0.036,0.06,0.01,6510,178,-0.92,0.3,4.14,0.11,1.53,0.09,1.21,0.25,0,0.579,0.019,0.019,0
11559115,2129775708297963904,13.747,0.605,0.013,0.12,0.01,7157,228,-0.42,0.3,4.06,0.1,1.87,0.13,1.48,0.25,0,0.919,0.025,0.025,0
11559566,2129858618346365440,13.114,1.103,0.021,0.12,0.02,7081,213,-0.37,0.3,4.28,0.11,1.37,0.09,1.32,0.25,2,0.631,0.018,0.018,0
11559568,2129858510967710208,13.765,0.964,0.014,0.1,0.02,6831,209,-0.44,0.3,4.31,0.1,1.3,0.08,1.25,0.25,2,0.518,0.022,0.021,0
11559655,2129857828072399360,13.608,1.394,0.126,0.11,0.02,6646,209,-0.21,0.3,4.46,0.12,1.02,0.07,1.12,0.25,5,0.263,0.019,0.019,0
11560397,2129812198340317056,13.688,0.722,0.029,0.23,0.01,6761,236,-0.48,0.3,4.0,0.11,1.94,0.16,1.4,0.25,0,0.849,0.039,0.038,0
11560417,2129813778887553280,13.322,1.122,0.019,0.21,0.01,6905,206,-0.35,0.3,4.27,0.1,1.36,0.08,1.27,0.25,1,0.581,0.017,0.017,0
11561158,2129823330894910720,14.414,0.856,0.021,0.17,0.02,6819,238,-0.38,0.3,4.41,0.12,1.12,0.09,1.18,0.25,5,0.389,0.028,0.027,0
11561331,2129819272145284352,12.113,2.048,0.026,0.09,0.02,6820,238,-0.04,0.3,4.32,0.12,1.28,0.09,1.24,0.25,2,0.504,0.019,0.019,0
11563248,2135067211085877888,14.117,1.043,0.017,0.2,0.02,6609,194,-0.2,0.3,4.39,0.11,1.13,0.07,1.16,0.25,5,0.339,0.018,0.018,0
11563280,2135061232490917504,14.072,0.902,0.017,0.21,0.01,6753,212,-0.09,0.3,4.3,0.11,1.29,0.09,1.22,0.25,2,0.491,0.023,0.023,0
11563409,2135067073646474112,13.006,1.019,0.023,0.2,0.01,6668,233,-0.5,0.3,4.02,0.11,1.89,0.14,1.36,0.25,0,0.802,0.017,0.017,0
11563895,2135020928517934464,13.863,0.724,0.017,0.22,0.02,6547,191,-0.34,0.3,3.99,0.1,1.94,0.13,1.36,0.25,0,0.794,0.027,0.027,0
11563984,2135017836141486976,13.804,0.982,0.014,0.19,0.02,6625,231,-0.22,0.3,4.24,0.12,1.36,0.1,1.18,0.25,1,0.508,0.019,0.019,0
11564037,2135018007940186112,13.148,1.23,0.02,0.17,0.02,6588,183,-0.54,0.3,4.17,0.11,1.5,0.09,1.22,0.25,0,0.582,0.018,0.018,0
11564264,2135040754087027968,14.404,0.731,0.014,0.18,0.02,6701,234,-0.5,0.3,4.24,0.11,1.39,0.1,1.22,0.25,1,0.546,0.025,0.025,0
11564882,2135026529155424128,13.952,0.728,0.016,0.23,0.03,6950,243,0.07,0.3,4.17,0.11,1.58,0.12,1.34,0.25,0,0.719,0.027,0.027,1
11565405,2134844147665855104,13.174,1.306,0.024,0.15,0.02,6821,238,-0.52,0.3,4.32,0.11,1.27,0.09,1.24,0.25,2,0.498,0.019,0.019,0
11565592,2134844456903509888,12.465,0.803,0.024,0.15,0.03,6644,232,-0.48,0.3,3.65,0.1,3.12,0.26,1.59,0.25,0,1.234,0.034,0.034,0
11565933,2134842326599652736,14.444,0.522,0.014,0.18,0.01,6991,244,-0.5,0.3,4.12,0.1,1.71,0.13,1.38,0.25,0,0.798,0.028,0.028,0
11565950,2134842292239911424,13.805,0.761,0.05,0.17,0.01,7271,254,-0.25,0.3,4.26,0.11,1.44,0.14,1.38,0.25,1,0.716,0.062,0.059,1
11566371,2134923136403145856,12.105,1.617,0.019,0.11,0.03,7183,251,-0.08,0.3,4.28,0.11,1.41,0.11,1.36,0.25,1,0.681,0.021,0.021,0
11566426,2134923449941174272,14.12,0.453,0.013,0.2,0.02,6994,227,-0.34,0.3,3.91,0.1,2.31,0.18,1.57,0.25,0,1.06,0.03,0.03,0
11566476,2134923587379564160,13.054,1.447,0.02,0.15,0.02,6712,192,-0.3,0.3,4.33,0.11,1.25,0.07,1.2,0.25,2,0.456,0.018,0.018,0
11566601,2134924308935175424,13.488,0.766,0.012,0.19,0.02,6609,199,-0.33,0.3,3.94,0.1,2.09,0.14,1.42,0.25,0,0.875,0.022,0.022,0
11566630,2134924446373057024,13.368,1.341,0.013,0.16,0.02,6574,192,-0.19,0.3,4.32,0.11,1.23,0.08,1.14,0.25,2,0.407,0.018,0.018,0
11566717,2134923965337783424,11.97,2.068,0.021,0.13,0.02,6851,239,0.07,0.3,4.27,0.11,1.35,0.1,1.25,0.25,2,0.561,0.019,0.019,0
11566822,2134924618172811520,13.594,0.921,0.021,0.18,0.01,6960,243,0.07,0.3,4.25,0.11,1.42,0.11,1.3,0.25,1,0.631,0.026,0.026,0
11567049,2134920426283698688,13.762,1.455,0.015,0.15,0.03,6731,235,-0.3,0.3,4.56,0.13,0.9,0.07,1.08,0.25,5,0.173,0.021,0.022,0
11568331,2134900394556446592,12.736,0.612,0.025,0.23,0.02,6727,235,-0.1,0.3,3.57,0.1,3.57,0.3,1.72,0.25,0,1.372,0.04,0.039,0
11569443,2086853110813649536,13.539,0.756,0.013,0.3,0.03,6679,233,0.04,0.3,3.95,0.11,2.09,0.16,1.43,0.25,0,0.893,0.026,0.025,0
11569475,2086853145173395072,13.655,0.981,0.014,0.23,0.05,6711,200,-0.11,0.3,4.24,0.11,1.38,0.09,1.23,0.25,1,0.544,0.026,0.026,0
11569628,2086852904655413248,13.27,0.734,0.074,0.27,0.04,6966,243,-0.5,0.3,3.91,0.14,2.27,0.31,1.52,0.25,0,1.037,0.099,0.09,1
11569691,2086853626209920512,12.257,1.686,0.023,0.16,0.03,6517,177,-0.45,0.3,4.08,0.11,1.69,0.1,1.27,0.25,0,0.668,0.02,0.02,0
11569839,2086853901087835776,13.958,0.765,0.017,0.21,0.02,6886,210,-0.56,0.3,4.17,0.1,1.56,0.11,1.32,0.25,0,0.691,0.026,0.026,0
11570163,2086850774351652864,12.818,1.184,0.025,0.22,0.04,6548,189,-0.58,0.3,4.01,0.1,1.88,0.12,1.34,0.25,0,0.768,0.022,0.022,0
11570460,2087225050680876288,13.599,0.93,0.04,0.2,0.02,6719,235,-0.28,0.3,4.15,0.12,1.58,0.13,1.28,0.25,0,0.659,0.042,0.041,0
11570652,2087213784985879680,13.311,0.761,0.013,0.29,0.03,6588,230,0.16,0.3,3.86,0.1,2.37,0.19,1.49,0.25,0,0.979,0.025,0.025,0
11571409,2087210275991203328,12.643,1.348,0.023,0.31,0.05,7313,265,-0.54,0.3,4.27,0.11,1.42,0.11,1.38,0.25,2,0.714,0.027,0.027,0
11571757,2087169387902544512,12.994,0.916,0.023,0.4,0.05,6743,211,-0.3,0.3,3.9,0.1,2.25,0.17,1.49,0.25,0,0.973,0.034,0.034,0
11572046,2087166982721298944,13.05,0.575,0.025,0.29,0.04,7699,269,-0.09,0.3,3.92,0.1,2.41,0.21,1.76,0.25,0,1.266,0.044,0.043,1
11572263,2087167296260127104,13.639,0.673,0.016,0.39,0.03,6704,206,-0.21,0.3,3.88,0.1,2.34,0.17,1.51,0.25,0,0.997,0.03,0.029,0
11572433,2087166299827737728,13.832,0.377,0.02,0.54,0.02,8498,297,-0.08,0.3,3.98,0.1,2.35,0.21,1.93,0.25,0,1.413,0.051,0.049,0
11572490,2087166265468012544,13.183,0.617,0.026,0.49,0.04,7199,226,0.12,0.3,3.8,0.09,2.75,0.22,1.74,0.25,0,1.262,0.043,0.042,0
11572666,2087178669333622016,9.889,1.927,0.123,0.27,0.07,7400,80,-0.12,0.15,3.67,0.07,3.36,0.15,1.95,0.25,0,1.484,0.033,0.033,1
11573087,2087175748755442176,12.939,1.292,0.025,0.4,0.04,6878,210,-0.06,0.3,4.18,0.11,1.52,0.1,1.3,0.25,0,0.67,0.022,0.022,0
11598697,2132216246151926528,13.59,0.932,0.013,0.16,0.02,6653,189,-0.32,0.3,4.15,0.1,1.57,0.1,1.26,0.25,0,0.64,0.022,0.022,0
11598852,2132221640630866176,15.737,0.482,0.025,0.18,0.02,6607,231,-0.05,0.3,4.36,0.14,1.17,0.11,1.15,0.25,2,0.371,0.051,0.048,0
11599983,2132116873491748224,12.689,1.712,0.042,0.1,0.02,6535,180,-0.26,0.3,4.26,0.11,1.31,0.08,1.15,0.25,1,0.452,0.019,0.019,0
11600006,2132110108920880128,10.552,1.592,0.03,0.08,0.02,6633,232,-0.08,0.3,3.56,0.09,3.56,0.27,1.69,0.25,0,1.344,0.018,0.018,0
11600009,2132117049588049536,14.262,0.681,0.018,0.14,0.02,6792,237,-0.34,0.3,4.18,0.11,1.51,0.12,1.28,0.25,0,0.641,0.029,0.029,0
11600552,2132067361108758784,11.987,1.836,0.019,0.13,0.02,6790,186,-0.17,0.3,4.16,0.1,1.56,0.09,1.29,0.25,0,0.666,0.018,0.018,0
11601446,2132081001923709952,13.286,0.48,0.017,0.16,0.02,8605,301,0.01,0.3,4.12,0.09,1.93,0.16,1.82,0.25,0,1.265,0.036,0.035,0
11601833,2132078429242050048,14.303,0.464,0.014,0.16,0.02,6645,189,-0.58,0.3,3.87,0.1,2.35,0.17,1.5,0.25,0,0.988,0.032,0.031,0
11602449,2132826234588884992,9.871,1.909,0.172,0.11,0.03,7614,266,-0.5,0.3,3.76,0.09,3.0,0.22,1.92,0.25,0,1.436,0.02,0.02,1
11602813,2132816957459308416,14.488,0.68,0.022,0.17,0.02,6574,230,0.0,0.3,4.17,0.12,1.48,0.12,1.22,0.25,0,0.568,0.033,0.032,0
11603098,2132771048549901568,9.906,2.175,0.034,0.08,0.01,7958,278,-0.12,0.3,3.98,0.09,2.25,0.16,1.78,0.25,0,1.263,0.018,0.018,0
11603102,2132794520550196096,15.529,0.614,0.049,0.13,0.02,6955,243,-0.27,0.3,4.59,0.14,0.88,0.1,1.12,0.25,5,0.215,0.075,0.07,0
11603167,2132770674891764736,13.97,0.748,0.015,0.13,0.03,6562,189,-0.32,0.3,4.08,0.1,1.7,0.11,1.28,0.25,0,0.684,0.025,0.025,0
11603298,2132793695916494464,13.881,0.747,0.014,0.16,0.02,6608,182,-0.46,0.3,4.05,0.1,1.79,0.11,1.32,0.25,0,0.74,0.025,0.025,0
11605481,2132679312347531008,12.991,1.1,0.028,0.13,0.02,6775,191,-0.14,0.3,4.14,0.1,1.62,0.1,1.3,0.25,0,0.695,0.018,0.018,0
11605783,2132676597928246528,14.021,0.869,0.018,0.16,0.02,6747,201,-0.3,0.3,4.26,0.11,1.35,0.09,1.23,0.25,1,0.533,0.025,0.024,0
11606351,2132651511020960768,12.013,0.709,0.022,0.18,0.02,7752,271,0.06,0.3,3.77,0.09,2.97,0.25,1.94,0.25,0,1.456,0.033,0.033,1
11606459,2132648903979265152,13.808,0.778,0.015,0.15,0.01,7219,238,-0.05,0.3,4.28,0.1,1.39,0.1,1.36,0.25,2,0.675,0.024,0.024,0
11606529,2132650377149595264,12.482,0.864,0.027,0.16,0.01,7531,263,0.09,0.3,4.01,0.1,2.08,0.17,1.62,0.25,0,1.096,0.032,0.031,0
11606597,2132638389899345920,12.934,1.587,0.023,0.12,0.02,6563,198,0.04,0.3,4.3,0.12,1.25,0.08,1.14,0.25,2,0.417,0.018,0.018,0
11606884,2132643818738076032,13.588,0.889,0.013,0.2,0.02,6622,231,0.08,0.3,4.09,0.11,1.69,0.12,1.29,0.25,0,0.693,0.022,0.022,0
11607017,2132640726361129472,11.01,1.572,0.021,0.17,0.01,7168,250,0.21,0.3,3.87,0.1,2.48,0.19,1.66,0.25,0,1.165,0.017,0.018,2
11607072,2132641310477520128,13.164,0.79,0.019,0.2,0.02,6944,203,-0.26,0.3,3.98,0.1,2.04,0.14,1.48,0.25,0,0.938,0.027,0.027,0
11607097,2132640451483222912,13.577,0.849,0.012,0.16,0.02,6752,191,-0.34,0.3,4.12,0.1,1.67,0.1,1.32,0.25,0,0.718,0.022,0.022,0
11607193,2132642581787012352,12.661,0.987,0.021,0.16,0.02,7434,260,0.07,0.3,4.16,0.1,1.68,0.12,1.48,0.25,0,0.893,0.018,0.018,1
11607207,2132641688433813760,14.471,0.56,0.017,0.2,0.02,6898,241,0.16,0.3,4.14,0.11,1.61,0.13,1.34,0.25,0,0.726,0.032,0.031,0
11610220,2129967813594400000,13.342,0.985,0.015,0.14,0.02,7037,246,-0.16,0.3,4.27,0.11,1.4,0.11,1.32,0.25,1,0.637,0.018,0.018,0
11610226,2129967641795704704,13.734,1.258,0.016,0.13,0.02,6756,205,-0.31,0.3,4.47,0.12,1.02,0.07,1.14,0.25,5,0.295,0.018,0.018,0
11610483,2129779105613429376,15.297,0.269,0.022,0.14,0.02,6806,238,-0.42,0.3,3.88,0.12,2.34,0.27,1.52,0.25,0,1.025,0.074,0.069,0
11610499,2129780003265249664,14.549,0.863,0.017,0.15,0.02,6504,193,-0.38,0.3,4.35,0.12,1.17,0.08,1.12,0.25,2,0.344,0.024,0.024,0
11610551,2129874045868825600,12.045,1.424,0.278,0.11,0.01,6577,181,-0.28,0.3,3.91,0.09,2.2,0.13,1.44,0.25,0,0.91,0.017,0.017,0
11611698,2129862123039795456,13.561,0.773,0.016,0.17,0.02,6654,196,-0.27,0.3,4.0,0.1,1.94,0.13,1.38,0.25,0,0.823,0.026,0.025,0
11611751,2129860336333006976,13.952,0.865,0.02,0.15,0.01,6870,207,-0.25,0.3,4.28,0.11,1.33,0.09,1.26,0.25,2,0.552,0.026,0.026,0
11612236,2129837590186278528,14.785,0.756,0.024,0.23,0.01,6875,240,-0.27,0.3,4.44,0.12,1.07,0.08,1.18,0.25,5,0.364,0.032,0.032,0
11612274,2129837761980433792,10.561,2.529,0.041,0.13,0.02,7693,269,-0.18,0.3,4.22,0.1,1.59,0.12,1.51,0.25,0,0.901,0.02,0.02,2
11612408,2129834871466502144,11.838,2.084,0.035,0.15,0.02,6602,231,-0.32,0.3,4.13,0.11,1.6,0.12,1.25,0.25,0,0.64,0.019,0.019,0
11616061,2135042884390880256,13.777,1.004,0.015,0.19,0.02,6770,206,-0.25,0.3,4.31,0.11,1.28,0.09,1.22,0.25,2,0.49,0.018,0.018,0
11616488,2135036149882219776,13.673,0.922,0.014,0.16,0.02,7077,223,-0.22,0.3,4.31,0.1,1.32,0.09,1.32,0.25,2,0.594,0.022,0.022,0
11616535,2135036081162747648,13.682,1.069,0.014,0.16,0.02,6776,205,-0.22,0.3,4.35,0.11,1.23,0.08,1.22,0.25,2,0.455,0.018,0.018,0
11616832,2135033504182417024,13.613,0.968,0.016,0.14,0.04,7051,222,-0.18,0.3,4.34,0.11,1.27,0.09,1.29,0.25,2,0.558,0.026,0.026,0
11617017,2135034122657728512,14.86,0.786,0.021,0.15,0.03,6586,230,-0.38,0.3,4.43,0.12,1.07,0.08,1.12,0.25,5,0.292,0.031,0.031,0
11617030,2135033882139550464,14.046,0.331,0.018,0.23,0.03,7395,258,-0.49,0.3,3.78,0.1,2.88,0.26,1.82,0.25,0,1.35,0.051,0.05,1
11617090,2134846346689125248,14.056,0.559,0.016,0.16,0.03,6555,229,-0.16,0.3,3.92,0.11,2.21,0.18,1.44,0.25,0,0.908,0.033,0.032,0
11617193,2134846101872288896,11.437,1.452,0.027,0.11,0.03,6814,238,-0.22,0.3,3.84,0.1,2.49,0.19,1.58,0.25,0,1.081,0.02,0.02,0
11617235,2134846823427192448,12.699,1.585,0.023,0.1,0.02,6606,189,0.05,0.3,4.25,0.11,1.36,0.08,1.18,0.25,1,0.499,0.019,0.019,0
11617286,2134846449768347136,14.411,0.75,0.028,0.23,0.04,6573,230,-0.24,0.3,4.2,0.12,1.44,0.12,1.2,0.25,1,0.545,0.039,0.039,0
11617381,2134939667737655936,12.672,1.045,0.026,0.21,0.04,6969,243,0.21,0.3,4.05,0.11,1.89,0.14,1.44,0.25,0,0.881,0.022,0.022,0
11617670,2134936953318344320,13.317,0.816,0.023,0.15,0.03,7273,253,-0.15,0.3,4.18,0.11,1.63,0.13,1.43,0.25,0,0.826,0.031,0.031,0
11618096,2134925545884679552,13.725,1.029,0.012,0.17,0.01,6725,204,-0.27,0.3,4.3,0.11,1.3,0.08,1.21,0.25,2,0.49,0.017,0.017,0
11618807,2134927779268729600,13.927,0.634,0.015,0.22,0.02,6530,194,-0.22,0.3,3.92,0.1,2.16,0.14,1.42,0.25,0,0.883,0.028,0.027,0
11618998,2134928603902441216,12.334,0.719,0.021,0.19,0.02,7676,268,0.06,0.3,3.88,0.09,2.54,0.2,1.8,0.25,0,1.306,0.032,0.031,1
11619011,2134928393443112192,13.154,1.043,0.022,0.17,0.02,6710,234,0.18,0.3,4.13,0.11,1.64,0.12,1.3,0.25,0,0.689,0.019,0.019,0
11619202,2134881561119716096,12.269,0.964,0.022,0.12,0.01,8334,291,-0.27,0.3,4.24,0.09,1.61,0.12,1.66,0.25,0,1.05,0.026,0.026,1
11619868,2134901459708313984,13.081,0.954,0.022,0.18,0.03,7629,267,0.02,0.3,4.31,0.1,1.4,0.11,1.44,0.25,2,0.776,0.029,0.029,2
11620011,2134900806873315328,12.66,1.436,0.022,0.14,0.02,6651,187,-0.08,0.3,4.16,0.11,1.53,0.09,1.25,0.25,0,0.617,0.019,0.019,0
11620101,2134902211322475136,12.064,1.18,0.024,0.2,0.03,7328,256,-0.05,0.3,4.04,0.1,1.95,0.14,1.54,0.25,0,0.996,0.02,0.02,1
11620172,2134900463275944448,13.966,1.171,0.015,0.19,0.03,6578,197,-0.04,0.3,4.42,0.12,1.08,0.07,1.14,0.25,5,0.295,0.021,0.021,0
11621267,2134893247731084160,14.149,0.756,0.015,0.19,0.02,6790,237,-0.34,0.3,4.2,0.11,1.46,0.11,1.26,0.25,1,0.613,0.026,0.025,0
11621306,2134893969285610240,13.4,0.917,0.013,0.22,0.03,6766,194,-0.14,0.3,4.09,0.09,1.71,0.11,1.34,0.25,0,0.741,0.022,0.022,0
11621563,2086855344196726144,14.135,0.765,0.016,0.29,0.02,6610,197,-0.33,0.3,4.11,0.11,1.64,0.11,1.27,0.25,0,0.664,0.025,0.025,0
11621850,2087229349947318016,13.819,0.576,0.014,0.29,0.04,6919,212,-0.12,0.3,3.93,0.1,2.22,0.16,1.52,0.25,0,1.006,0.03,0.029,0
11622280,2087228383575551744,12.838,0.898,0.023,0.31,0.04,6801,198,-0.23,0.3,3.89,0.1,2.31,0.16,1.52,0.25,0,1.014,0.033,0.032,0
11622303,2087227494522076160,13.902,0.817,0.017,0.31,0.04,7027,227,-0.23,0.3,4.22,0.11,1.47,0.11,1.33,0.25,1,0.675,0.029,0.029,0
11622718,2087221722086075392,13.709,0.611,0.02,0.49,0.04,6698,234,-0.96,0.3,3.79,0.1,2.66,0.22,1.6,0.25,0,1.109,0.037,0.037,0
11623173,2087217392758539008,13.27,0.967,0.02,0.47,0.04,6526,189,-0.55,0.3,3.91,0.1,2.17,0.14,1.42,0.25,0,0.886,0.029,0.029,0
11623700,2087171208968673536,13.528,1.355,0.025,0.32,0.04,6639,232,-0.14,0.3,4.35,0.13,1.19,0.09,1.18,0.25,2,0.393,0.022,0.022,0
11623878,2087194470511547392,12.55,1.083,0.028,0.44,0.05,6625,190,-0.22,0.3,3.83,0.1,2.48,0.16,1.53,0.25,0,1.027,0.026,0.026,1
11624191,2087191897832879616,13.108,0.971,0.02,0.52,0.05,6953,224,0.29,0.3,4.01,0.1,1.97,0.15,1.46,0.25,0,0.914,0.032,0.033,1
11624521,2087192585027706496,13.877,0.468,0.017,0.54,0.03,7877,275,-0.26,0.3,4.01,0.1,2.16,0.18,1.72,0.25,0,1.209,0.037,0.036,1
11649459,2132232292149978240,12.699,0.883,0.022,0.14,0.02,7136,249,-0.5,0.3,3.97,0.1,2.11,0.16,1.54,0.25,0,1.019,0.028,0.028,1
11649497,2132232085991540736,13.403,0.501,0.015,0.15,0.02,7887,276,-0.11,0.3,4.03,0.09,2.1,0.16,1.71,0.25,0,1.187,0.032,0.032,1
11649699,2132232979344782592,10.163,3.739,0.022,0.06,0.02,7182,202,-0.36,0.3,4.22,0.1,1.52,0.09,1.38,0.25,0,0.742,0.018,0.018,1
11650071,2132223392977828224,12.831,1.081,0.022,0.13,0.02,6630,186,-0.44,0.3,4.02,0.1,1.88,0.12,1.36,0.25,0,0.79,0.017,0.017,0
11650294,2132224114532359552,14.174,0.665,0.014,0.15,0.02,6537,189,-0.64,0.3,4.05,0.1,1.79,0.12,1.3,0.25,0,0.724,0.025,0.025,0
11650462,2132220914779483392,12.798,1.227,0.021,0.13,0.03,6975,200,-0.25,0.3,4.21,0.1,1.49,0.09,1.32,0.25,0,0.675,0.019,0.019,0
11650730,2132126464156311424,11.168,3.47,0.022,0.07,0.02,6522,185,-0.03,0.3,4.27,0.11,1.3,0.08,1.14,0.25,1,0.439,0.019,0.019,0
11653190,2133580460907485568,11.417,2.344,0.026,0.09,0.02,6753,182,-0.32,0.3,4.14,0.1,1.59,0.09,1.29,0.25,0,0.675,0.019,0.019,0
11653362,2132829292605575168,13.607,0.94,0.015,0.11,0.01,6870,202,-0.04,0.3,4.26,0.1,1.38,0.09,1.27,0.25,1,0.584,0.022,0.022,0
11654034,2132822317578780544,13.667,0.852,0.017,0.12,0.02,6751,192,-0.23,0.3,4.15,0.11,1.59,0.1,1.3,0.25,0,0.676,0.025,0.025,0
11654267,2132841524672280704,12.694,0.838,0.036,0.19,0.02,7317,256,-0.12,0.3,3.99,0.1,2.13,0.18,1.58,0.25,0,1.068,0.042,0.041,2
11655802,2132690925939470336,13.675,1.066,0.015,0.17,0.02,6574,185,-0.39,0.3,4.24,0.11,1.34,0.08,1.17,0.25,1,0.483,0.019,0.019,0
11656137,2132687249446968704,12.995,1.178,0.022,0.15,0.02,6551,229,-0.04,0.3,4.1,0.12,1.66,0.13,1.26,0.25,0,0.661,0.019,0.019,0
11656492,2132680652377296000,12.455,0.901,0.026,0.19,0.02,8573,300,-0.02,0.3,4.29,0.1,1.54,0.13,1.68,0.25,1,1.061,0.031,0.03,1
11656928,2132677869238578944,13.029,0.701,0.029,0.15,0.02,6917,198,-0.25,0.3,3.86,0.09,2.44,0.19,1.58,0.25,0,1.087,0.041,0.04,0
11656981,2132678212835979264,13.864,0.733,0.019,0.16,0.02,6852,209,-0.1,0.3,4.13,0.11,1.65,0.12,1.34,0.25,0,0.732,0.028,0.028,0
