,kic,Type,dSct,gdor
2273,10220707,DSCT/EB,1.0,
2274,10222716,GDORA,,
2275,10224094,GDORS/GDORA,,1.0
2276,10224550,GDORS,,1.0
2277,10224550,GDORS,,1.0
2278,10224920,DSCT,1.0,
2279,10226083,DSCT,1.0,
2280,10253943,DSCT,1.0,
2281,10256787,GDORA,,1.0
2282,10258260,DSCT,1.0,
2283,10263800,DSCT,1.0,
2284,10264728,DSCT,1.0,
2285,10273384,DSCT/EB,,
2286,10276126,DSCT/ROT,1.0,
2287,10279745,DSCT,1.0,
2288,10281360,DSCT,1.0,
2289,10281639,DSCT,1.0,
2290,10285770,DSCT/ROT,1.0,
2291,10287874,GDORS,,
2292,10289211,DSCT,1.0,
2293,10289432,GDORS,,
2294,10293818,DSCT,1.0,
2295,10297233,DSCT,1.0,
2296,10317467,GDORS,,1.0
2297,10317467,GDORS,,1.0
2298,10322290,DSCT,1.0,
2299,10324066,DSCT/ROT,1.0,
2300,10328476,GDORS,,
2301,10345939,GDORA,,
2302,10347481,GDORS,,1.0
2303,10347481,GDORS,,1.0
2304,10350769,GDORS,2.0,
2305,10355055,DSCT,1.0,
2306,10360294,GDORS,2.0,1.0
2307,10360294,GDORS,2.0,1.0
2308,10361229,DSCT,1.0,
2309,10362500,GDORA,,
2310,10385459,GDORS,2.0,
2311,10398450,GDORS,,
2312,10405019,GDORS,,1.0
2313,10405019,GDORS,,1.0
2314,10407873,DSCT/ROT,1.0,
2315,10415087,DSCT,1.0,
2316,10416175,GDORS,,1.0
2317,10416779,DSCT,,
2318,10417022,DSCT,,
2319,10417135,DSCT/ROT,,
2320,10417986,DSCT/ROT,,
2321,10424228,DSCT,1.0,
2322,10424977,GDORS,,1.0
2323,10424977,GDORS,,1.0
2324,10427093,DSCT/ROT,1.0,
2325,10448764,DSCT,1.0,
2326,10451090,DSCT,1.0,
2327,10451317,DSCT/ROT,1.0,
2328,10462980,DSCT,1.0,
2329,10467146,GDORS/GDORA,,1.0
2330,10469984,DSCT,1.0,
2331,10470294,GDORS,2.0,1.0
2332,10471914,DSCT,1.0,
2333,10482774,DSCT/ROT,1.0,
2334,10483230,GDORS,,1.0
2335,10483230,GDORS,,1.0
2336,10483230,GDORS,,1.0
2337,10484808,DSCT,1.0,
2338,10485035,GDORM,,
2339,10485961,DSCT/ROT,1.0,
2340,10489019,GDORM,2.0,
2341,10489265,DSCT,1.0,
2342,10489373,DSCT,1.0,
2343,10489783,DSCT,1.0,
2344,10528873,DSCT/ROT,1.0,
2345,10532771,DSCT,1.0,
2346,10533616,DSCT/ROT,1.0,
2347,10536326,GDORM,2.0,
2348,10537528,DSCT,,
2349,10537907,DSCT,1.0,
2350,10544469,GDORS,,
2351,10548240,GDORS,,1.0
2352,10549292,DSCT,1.0,
2353,10549371,DSCT,1.0,
2354,10549480,GDORS,,
2355,10549643,DSCT,1.0,
2356,10551271,GDORS,2.0,1.0
2357,10553884,GDORS,,
2358,10555142,DSCT,1.0,
2359,10556064,GDORM,2.0,
2360,10580834,DSCT,1.0,
2361,10582000,DSCT,,
2362,10586045,DSCT,1.0,
2363,10586837,GDORS,2.0,1.0
2364,10586837,GDORS,2.0,1.0
2365,10590857,DSCT,1.0,
2366,10600540,DSCT,1.0,
2367,10604429,DSCT,1.0,
2368,10609641,DSCT,1.0,
2369,10610027,GDORS,,
2370,10615125,DSCT,1.0,
2371,10616124,DSCT,1.0,
2372,10616138,DSCT,1.0,
2373,10616239,GDORS,,
2374,10616594,DSCT/SOLR?,,
2375,10647611,DSCT,1.0,
2376,10652134,GDORA,,1.0
2377,10652134,GDORA,,1.0
2378,10658802,DSCT,1.0,
2379,10664703,DSCT,1.0,
2380,10664975,DSCT/ROT,1.0,
2381,10668233,DSCT,1.0,
2382,10669515,GDORS,2.0,1.0
2383,10669515,GDORS,2.0,1.0
2384,10669516,GDORA,,1.0
2385,10675762,DSCT,1.0,
2386,10676246,GDORA,,
2387,10678547,DSCT,1.0,
2388,10679429,DSCT,1.0,
2389,10679607,GDORS,2.0,1.0
2390,10681464,GDORA/EB,2.0,1.0
2391,10684587,DSCT,1.0,
2392,10684673,DSCT,,
2393,10685653,DSCT/ROT,1.0,
2394,10686752,DSCT,1.0,
2395,10713398,DSCT,1.0,
2396,10717721,GDORM,,
2397,10717871,DSCT,1.0,
2398,10722668,GDORM,2.0,
2399,10723618,DSCT,1.0,
2400,10727717,DSCT/ROT,1.0,
2401,10729645,DSCT,1.0,
2402,10732638,DSCT,1.0,
2403,10734935,DSCT,1.0,
2404,10735279,GDORA,,
2405,10741920,DSCT,1.0,
2406,10744042,DSCT/ROT,1.0,
2407,10744342,GDORM,,1.0
2408,10744342,GDORM,,1.0
2409,10747093,GDORA,,
2410,10749793,DSCT,1.0,
2411,10750903,GDORS,,1.0
2412,10750903,GDORS,,1.0
2413,10753210,DSCT,,
2414,10753246,DSCT/ROT,1.0,
2415,10775968,DSCT/ROT,1.0,
2416,10777903,DSCT,1.0,
2417,10783150,GDORS,1.0,
2418,10788451,DSCT,1.0,
2419,10790706,DSCT/ROT,1.0,
2420,10799291,GDORS/EB,,
2421,10801714,DSCT,1.0,
2422,10802820,DSCT,1.0,
2423,10803371,GDORS,2.0,1.0
2424,10803371,GDORS,2.0,1.0
2425,10803371,GDORS,2.0,1.0
2426,10811753,DSCT,1.0,
2427,10812657,GDORS,,
2428,10813970,DSCT,1.0,
2429,10814711,DSCT,,
2430,10814863,DSCT,,
2431,10815466,DSCT,1.0,
2432,10817600,DSCT/EB,,
2433,10818266,GDORS,2.0,1.0
2434,10818266,GDORS,2.0,1.0
2435,10847044,GDORS,,
2436,10851035,GDORS,,
2437,10853783,DSCT,1.0,
2438,10855535,DSCT,,
2439,10859386,GDORS,2.0,1.0
2440,10859386,GDORS,2.0,1.0
2441,10873947,GDORS,2.0,
2442,10875239,GDORS,2.0,1.0
2443,10877999,GDORS,,
2444,10881855,DSCT,1.0,
2445,10918393,DSCT,1.0,
2446,10920447,DSCT,1.0,
2447,10921894,DSCT,1.0,
2448,10923648,GDORS,1.0,1.0
2449,10931800,GDORA,,
2450,10931805,DSCT,1.0,
2451,10933861,GDORA,,
2452,10933870,GDORM,2.0,
2453,10938094,GDORM,,
2454,10961011,GDORS,,1.0
2455,10975247,DSCT/ROT,1.0,
2456,10977859,DSCT/ROT,1.0,
2457,10978178,DSCT/ROT,1.0,
2458,10979359,GDORS,,1.0
2459,10988009,DSCT,1.0,
2460,10989032,DSCT/EB,,
2461,10990083,GDORA,1.0,
2462,10990452,DSCT,1.0,
2463,10990961,DSCT,1.0,
2464,11013201,DSCT/EB,,
2465,11017637,GDORS/GDORA,,1.0
2466,11017637,GDORS/GDORA,,1.0
2467,11021188,DSCT,1.0,
2468,11027729,DSCT/ROT,1.0,
2469,11027806,DSCT/EB,1.0,
2470,11031512,GDORS,2.0,
2471,11032600,GDORS,,1.0
2472,11036440,DSCT/ROT,1.0,
2473,11044372,DSCT,1.0,1.0
2474,11044384,DSCT,1.0,
2475,11044547,DSCT,1.0,
2476,11045341,DSCT,1.0,
2477,11080103,GDORA,,1.0
2478,11081053,GDORS,2.0,1.0
2479,11081053,GDORS,2.0,1.0
2480,11081490,DSCT,1.0,
2481,11090405,DSCT,1.0,
2482,11091071,GDORS,,1.0
2483,11091071,GDORS,,1.0
2484,11092638,GDORM,2.0,1.0
2485,11093203,DSCT/ROT,1.0,
2486,11100331,DSCT/ROT,1.0,
2487,11100522,DSCT,1.0,
2488,11100532,DSCT,1.0,
2489,11125764,DSCT,1.0,
2490,11127190,DSCT,1.0,
2491,11127641,DSCT,1.0,
2492,11133190,DSCT,1.0,
2493,11137377,GDORS,,1.0
2494,11137377,GDORS,,1.0
2495,11140501,GDORS,2.0,
2496,11145123,DSCT,1.0,1.0
2497,11145123,DSCT,1.0,1.0
2498,11145123,DSCT,1.0,1.0
2499,11146648,DSCT,1.0,
2500,11147994,GDORS,2.0,1.0
2501,11147994,GDORS,2.0,1.0
2502,11151714,GDORS,2.0,
2503,11152054,DSCT/ROT,1.0,
2504,11152422,DSCT,,
2505,11152625,DSCT,1.0,
2506,11153259,DSCT,1.0,
2507,11175316,DSCT,1.0,
2508,11179734,DSCT/ROT,1.0,
2509,11180361,DSCT/ROT,,
2510,11182765,DSCT,1.0,
2511,11183399,GDORS/ROT,,1.0
2512,11183539,DSCT,1.0,
2513,11193046,DSCT,1.0,
2514,11194055,GDORS,,
2515,11196370,GDORS,2.0,
2516,11197934,DSCT,1.0,
2517,11199228,DSCT/ROT,1.0,
2518,11199412,GDORM,,
2519,11201483,GDORS,2.0,1.0
2520,11206038,DSCT,1.0,
2521,11232111,DSCT/ROT,1.0,
2522,11245278,GDORA,,
2523,11259967,GDORS,,
2524,11260307,DSCT,1.0,
2525,11285767,DSCT,1.0,
2526,11289905,GDORM,,
2527,11294808,GDORS,2.0,1.0
2528,11294808,GDORS,2.0,1.0
2529,11295729,DSCT,1.0,
2530,11302627,DSCT,,
2531,11309335,DSCT,1.0,
2532,11340713,DSCT,1.0,
2533,11355938,DSCT/ROT,1.0,
2534,11357796,DSCT/ROT,1.0,
2535,11361739,DSCT/ROT,1.0,
2536,11395392,DSCT,1.0,
2537,11402951,DSCT,1.0,
2538,11408675,GDORS,,
2539,11409748,GDORS,,1.0
2540,11409748,GDORS,,1.0
2541,11409748,GDORS,,1.0
2542,11410261,GDORS,,1.0
2543,11410261,GDORS,,1.0
2544,11410261,GDORS,,1.0
2545,11410915,DSCT/ROT,1.0,
2546,11415556,DSCT,1.0,
2547,11445913,DSCT,1.0,
2548,11447883,GDORA,,
2549,11456474,GDORS,,1.0
2550,11456474,GDORS,,1.0
2551,11456933,GDORS,,1.0
2552,11456933,GDORS,,1.0
2553,11457198,DSCT,1.0,
2554,11461134,DSCT,1.0,
2555,11462151,GDORS,2.0,1.0
2556,11463950,DSCT,1.0,
2557,11464245,DSCT,1.0,
2558,11468621,DSCT/ROT,1.0,
2559,11468863,DSCT/ROT,1.0,
2560,11469049,DSCT,1.0,
2561,11494765,GDORA,,
2562,11495305,DSCT,1.0,
2563,11497012,DSCT,1.0,
2564,11506508,DSCT,1.0,
2565,11508397,DSCT,1.0,
2566,11508587,GDORS,,
2567,11509728,DSCT/ROT,1.0,
2568,11513155,DSCT,1.0,
2569,11520150,GDORS,,
2570,11520310,GDORS,,1.0
2571,11550154,GDORS,2.0,1.0
2572,11550154,GDORS,2.0,1.0
2573,11550154,GDORS,2.0,1.0
2574,11558455,DSCT,1.0,
2575,11559263,DSCT,,
2576,11565950,GDORS,1.0,
2577,11571409,GDORS,,
2578,11572046,DSCT,1.0,
2579,11572666,DSCT,1.0,
2580,11602449,DSCT,1.0,
2581,11606351,DSCT,1.0,
2582,11607193,DSCT,1.0,
2583,11612274,GDORS,2.0,1.0
2584,11617030,DSCT/ROT,1.0,
2585,11618998,DSCT,1.0,
2586,11619202,DSCT,1.0,
2587,11619868,DSCT,2.0,1.0
2588,11619868,DSCT,2.0,1.0
2589,11620101,DSCT,1.0,
2590,11622328,DSCT,,
2591,11623878,GDORM,1.0,
2592,11624191,DSCT,1.0,
2593,11624521,DSCT,1.0,
2594,11649497,DSCT,1.0,
2595,11649699,GDORS,1.0,1.0
2596,11649699,GDORS,1.0,1.0
2597,11649699,GDORS,1.0,1.0
2598,11654267,DSCT,2.0,
2599,11656492,DSCT,1.0,
2600,11657371,GDORS,2.0,1.0
2601,11657371,GDORS,2.0,1.0
2602,11658996,DSCT,1.0,
2603,11661993,DSCT,1.0,
2604,11662513,GDORS,2.0,1.0
2605,11662513,GDORS,2.0,1.0
2606,11665531,DSCT,1.0,
2607,11666503,DSCT,1.0,
2608,11667100,GDORM,2.0,
2609,11668602,GDORS,,
2610,11668783,GDORS/GDORA,,
2611,11671429,DSCT,,
2612,11700370,DSCT,1.0,
2613,11700599,DSCT/ROT,1.0,
2614,11700604,DSCT,1.0,
2615,11708238,DSCT/ROT,1.0,
2616,11710462,DSCT,1.0,
2617,11714150,DSCT/ROT,1.0,
2618,11717240,DSCT,1.0,
2619,11718839,DSCT,1.0,
2620,11721304,GDORA,,1.0
2621,11723564,DSCT,1.0,
2622,11725829,DSCT,1.0,
2623,11760312,DSCT,1.0,
2624,11769929,DSCT,1.0,
2625,11770258,DSCT,1.0,
2626,11771670,DSCT,1.0,
2627,11771931,GDORM,,
2628,11772971,DSCT,1.0,1.0
2629,11773909,DSCT,1.0,
2630,11775251,GDORS,2.0,1.0
2631,11775251,GDORS,2.0,1.0
2632,11775354,DSCT/ROT,1.0,
2633,11809179,DSCT,1.0,
2634,11811140,GDORS,,
2635,11815158,DSCT,1.0,
2636,11819079,GDORM,2.0,
2637,11821140,DSCT,1.0,
2638,11822666,DSCT,1.0,
2639,11822789,DSCT,1.0,
2640,11823661,DSCT/ROT,1.0,
2641,11823683,DSCT/ROT,1.0,
2642,11824964,DSCT,1.0,
2643,11825198,DSCT/EB,,
2644,11825204,DSCT,,
2645,11826440,DSCT,,
2646,11858293,DSCT,1.0,
2647,11861260,GDORA,,
2648,11870315,DSCT,1.0,
2649,11871236,DSCT,2.0,
2650,11872512,DSCT,1.0,
2651,11872848,DSCT,1.0,
2652,11874676,DSCT,1.0,
2653,11874898,GDORS,,
2654,11907454,GDORA,,1.0
2655,11907454,GDORA,,1.0
2656,11909497,DSCT,1.0,
2657,11910256,DSCT/ROT,1.0,
2658,11910642,DSCT,,
2659,11919968,DSCT,1.0,
2660,11920505,GDORA,,1.0
2661,11922283,GDORS,2.0,1.0
2662,11922283,GDORS,2.0,1.0
2663,11923562,GDORS,1.0,1.0
2664,11923562,GDORS,1.0,1.0
2665,11923784,GDORS,,
2666,11924025,DSCT/ROT,1.0,
2667,11924366,GDORS,2.0,
2668,11961072,DSCT/ROT,1.0,
2669,11967758,DSCT,1.0,
2670,11972526,DSCT,1.0,
2671,11973705,DSCT/MAIA,,
2672,12011851,GDORS,,1.0
2673,12011851,GDORS,,1.0
2674,12013034,DSCT,1.0,
2675,12017894,GDORS,2.0,
2676,12018834,GDORS,2.0,
2677,12020590,DSCT,1.0,
2678,12022938,GDORS,,
2679,12055866,DSCT,1.0,
2680,12058428,GDORA,,1.0
2681,12058428,GDORA,,1.0
2682,12067780,DSCT,1.0,
2683,12068180,DSCT,1.0,
2684,12069252,DSCT,1.0,
2685,12072666,DSCT,1.0,
2686,12102187,GDORA,,1.0
2687,12102187,GDORA,,1.0
2688,12104142,GDORS,,1.0
2689,12105259,GDORS,,
2690,12105278,GDORA,,
2691,12111004,GDORM,1.0,1.0
2692,12116239,DSCT,1.0,
2693,12117689,GDORS,2.0,1.0
2694,12120077,DSCT,1.0,
2695,12122075,DSCT,1.0,
2696,12169181,GDORM,,
2697,12170722,GDORS,2.0,1.0
2698,12170722,GDORS,2.0,1.0
2699,12170722,GDORS,2.0,1.0
2700,12202137,GDORS,,1.0
2701,12202137,GDORS,,1.0
2702,12202245,DSCT,1.0,
2703,12216210,GDORS,,
2704,12216817,DSCT,,
2705,12218727,GDORS,,
2706,12257449,DSCT,1.0,
2707,12268579,GDORS,2.0,
2708,12303838,GDORS,,1.0
2709,12303838,GDORS,,1.0
2710,12350399,GDORA,,
2711,12353648,DSCT,1.0,
2712,12365420,DSCT,1.0,1.0
2713,12400984,DSCT,1.0,
2714,12401800,GDORS,,1.0
2715,12401800,GDORS,,1.0
2716,12470041,GDORM/EB,,
2717,12470317,DSCT,1.0,
2718,12470709,DSCT,1.0,
2719,12505154,GDORS,,1.0
2720,12505154,GDORS,,1.0
2721,12508348,DSCT,,
2722,12520187,GDORS,2.0,1.0
2723,12520187,GDORS,2.0,1.0
2724,12602250,DSCT,1.0,
2725,12643786,GDORS,,1.0
2726,12647070,DSCT/ROT,1.0,
2727,12688835,DSCT,1.0,
2728,12691831,GDORM,2.0,1.0
2729,12736056,DSCT/MAIA,1.0,
2730,12784394,DSCT,1.0,
2731,12885086,DSCT/ROT,1.0,
2732,12934846,GDORS,,
2733,1026255,,1.0,
2734,1573149,,1.0,
2735,1870849,,1.0,
2736,2572386,,1.0,
2737,2581626,,1.0,
2738,2583153,,1.0,
2739,2715483,,1.0,
2740,2851278,,1.0,
2741,2855026,,1.0,
2742,2975832,,1.0,1.0
2743,2993589,,2.0,
2744,3096317,,1.0,1.0
2745,3096317,,1.0,1.0
2746,3110496,,2.0,
2747,3117511,,1.0,
2748,3216518,,1.0,1.0
2749,3232218,,2.0,
2750,3241199,,1.0,1.0
2751,3248951,,1.0,
2752,3341457,,2.0,1.0
2753,3341457,,2.0,1.0
2754,3424493,,2.0,
2755,3442006,,1.0,
2756,3446837,,1.0,
2757,3456100,,1.0,
2758,3545457,,1.0,
2759,3647114,,1.0,
2760,3655115,,1.0,1.0
2761,3655115,,1.0,1.0
2762,3657237,,1.0,
2763,3659012,,2.0,
2764,3762741,,1.0,
2765,3852644,,1.0,
2766,3868442,,2.0,
2767,3868832,,2.0,
2768,3941524,,1.0,
2769,3953144,,1.0,
2770,3964082,,1.0,
2771,3966950,,1.0,1.0
2772,4043227,,1.0,
2773,4057000,,2.0,
2774,4071949,,1.0,
2775,4072890,,1.0,
2776,4075172,,2.0,
2777,4075685,,1.0,
2778,4159118,,1.0,
2779,4170639,,1.0,
2780,4171580,,1.0,
2781,4178654,,1.0,
2782,4254741,,1.0,
2783,4264365,,1.0,1.0
2784,4358571,,1.0,
2785,4377815,,1.0,
2786,4447461,,1.0,
2787,4476011,,1.0,
2788,4484271,,1.0,
2789,4649238,,2.0,
2790,4649462,,1.0,
2791,4656194,,1.0,
2792,4668676,,1.0,
2793,4733344,,1.0,
2794,4736562,,1.0,
2795,4737731,,1.0,
2796,4752731,,1.0,
2797,4768611,,1.0,
2798,4769505,,1.0,
2799,4774208,,1.0,1.0
2800,4774208,,1.0,1.0
2801,4824197,,2.0,
2802,4861194,,1.0,
2803,4909697,,1.0,
2804,4951447,,1.0,
2805,4995588,,1.0,
2806,4999763,,1.0,
2807,4999789,,1.0,
2808,5018191,,1.0,
2809,5019101,,2.0,
2810,5021024,,1.0,
2811,5027610,,2.0,
2812,5027750,,1.0,
2813,5036761,,2.0,
2814,5088308,,1.0,
2815,5089352,,1.0,
2816,5089498,,2.0,1.0
2817,5106287,,1.0,
2818,5112836,,1.0,
2819,5121956,,1.0,
2820,5284701,,1.0,
2821,5286485,,1.0,
2822,5296692,,1.0,
2823,5300451,,2.0,
2824,5300719,,1.0,
2825,5302643,,1.0,1.0
2826,5304634,,1.0,
2827,5307209,,1.0,
2828,5347580,,1.0,
2829,5385141,,1.0,
2830,5385754,,1.0,
2831,5390357,,1.0,
2832,5397516,,1.0,
2833,5475664,,1.0,
2834,5476473,,2.0,1.0
2835,5476473,,2.0,1.0
2836,5479538,,1.0,
2837,5481390,,2.0,1.0
2838,5481482,,1.0,1.0
2839,5481482,,1.0,1.0
2840,5482510,,1.0,
2841,5522154,,2.0,1.0
2842,5526545,,1.0,
2843,5529323,,1.0,
2844,5534340,,1.0,
2845,5558379,,1.0,
2846,5560691,,1.0,
2847,5561007,,1.0,
2848,5565497,,2.0,
2849,5565707,,1.0,
2850,5609486,,1.0,
2851,5617255,,1.0,
2852,5630362,,1.0,
2853,5638409,,1.0,
2854,5650062,,1.0,
2855,5650108,,1.0,
2856,5688919,,1.0,
2857,5702637,,1.0,1.0
2858,5707205,,1.0,
2859,5716472,,1.0,
2860,5717449,,1.0,
2861,5721610,,1.0,
2862,5722737,,1.0,
2863,5725312,,1.0,
2864,5725443,,1.0,
2865,5737104,,1.0,
2866,5737902,,1.0,
2867,5771101,,1.0,
2868,5788165,,1.0,
2869,5791884,,1.0,
2870,5809732,,1.0,
2871,5816288,,1.0,
2872,5880360,,1.0,
2873,5880445,,1.0,
2874,5900260,,1.0,
2875,5903062,,1.0,
2876,5950759,,1.0,
2877,5960564,,2.0,
2878,5966212,,1.0,
2879,5978295,,1.0,
2880,5978805,,1.0,
2881,5979866,,1.0,
2882,5981039,,1.0,
2883,5990706,,1.0,
2884,6019416,,1.0,1.0
2885,6065351,,1.0,
2886,6071684,,1.0,
2887,6107117,,1.0,
2888,6116172,,1.0,
2889,6119788,,1.0,
2890,6130261,,1.0,
2891,6131093,,2.0,1.0
2892,6131093,,2.0,1.0
2893,6138789,,2.0,
2894,6141503,,1.0,
2895,6154326,,1.0,
2896,6183478,,1.0,
2897,6195556,,1.0,
2898,6196629,,1.0,
2899,6211901,,1.0,
2900,6230529,,1.0,
2901,6231538,,1.0,
2902,6271512,,1.0,
2903,6279388,,1.0,
2904,6290877,,1.0,
2905,6290908,,2.0,
2906,6291473,,2.0,1.0
2907,6291473,,2.0,1.0
2908,6291473,,2.0,1.0
2909,6294556,,1.0,
2910,6310627,,1.0,
2911,6344431,,1.0,
2912,6352430,,2.0,
2913,6366627,,1.0,
2914,6382916,,1.0,
2915,6387579,,1.0,
2916,6428925,,1.0,
2917,6441258,,1.0,
2918,6460258,,2.0,
2919,6467349,,1.0,
2920,6522823,,1.0,
2921,6529902,,2.0,
2922,6541245,,1.0,
2923,6547396,,1.0,
2924,6586020,,1.0,
2925,6619377,,1.0,
2926,6627367,,1.0,
2927,6631188,,1.0,
2928,6635493,,1.0,
2929,6696050,,1.0,
2930,6719266,,1.0,
2931,6721089,,1.0,
2932,6757160,,1.0,1.0
2933,6791090,,1.0,
2934,6803964,,1.0,
2935,6806724,,1.0,
2936,6861400,,1.0,
2937,6862840,,1.0,
2938,6922995,,1.0,
2939,6935101,,1.0,
2940,6936178,,1.0,
2941,6937123,,1.0,1.0
2942,6937123,,1.0,1.0
2943,6937123,,1.0,1.0
2944,6937123,,1.0,1.0
2945,6937123,,1.0,1.0
2946,6937123,,1.0,1.0
2947,6955650,,1.0,
2948,6960727,,1.0,
2949,6963490,,1.0,
2950,6974847,,1.0,
2951,7031107,,1.0,
2952,7051690,,1.0,
2953,7124161,,1.0,
2954,7198734,,2.0,
2955,7204794,,1.0,
2956,7271892,,1.0,
2957,7281814,,1.0,
2958,7282228,,1.0,
2959,7294135,,1.0,
2960,7302192,,1.0,
2961,7351433,,1.0,
2962,7354531,,1.0,
2963,7381616,,1.0,
2964,7463623,,2.0,1.0
2965,7463623,,2.0,1.0
2966,7467185,,1.0,
2967,7511980,,2.0,
2968,7523960,,2.0,
2969,7538543,,1.0,
2970,7582608,,1.0,
2971,7595579,,1.0,
2972,7613422,,1.0,
2973,7621172,,1.0,
2974,7621793,,1.0,1.0
2975,7658578,,1.0,
2976,7703305,,1.0,
2977,7733685,,1.0,
2978,7750215,,1.0,
2979,7750216,,1.0,
2980,7772919,,1.0,
2981,7816329,,1.0,
2982,7840896,,2.0,
2983,7878396,,1.0,
2984,7904642,,1.0,
2985,7908011,,2.0,
2986,7937494,,1.0,
2987,7938180,,1.0,
2988,7950727,,1.0,
2989,7954107,,1.0,
2990,7956461,,1.0,
2991,7971008,,1.0,
2992,7983108,,2.0,
2993,7989079,,1.0,
2994,8018827,,2.0,
2995,8022144,,1.0,
2996,8023217,,1.0,
2997,8025357,,1.0,
2998,8036315,,1.0,
2999,8044889,,1.0,
3000,8052082,,1.0,
3001,8056861,,1.0,
3002,8057661,,1.0,
3003,8086490,,1.0,1.0
3004,8090059,,1.0,
3005,8106097,,2.0,
3006,8144212,,1.0,
3007,8150307,,1.0,
3008,8155291,,1.0,
3009,8190872,,1.0,
3010,8228729,,1.0,
3011,8235853,,1.0,
3012,8243190,,1.0,
3013,8248296,,1.0,
3014,8249829,,1.0,
3015,8256621,,1.0,
3016,8257115,,1.0,
3017,8264801,,1.0,
3018,8264824,,1.0,
3019,8265244,,1.0,
3020,8265481,,1.0,
3021,8312491,,1.0,
3022,8314246,,1.0,
3023,8315263,,1.0,
3024,8322016,,1.0,
3025,8323981,,1.0,
3026,8329014,,1.0,1.0
3027,8332193,,1.0,
3028,8364412,,2.0,
3029,8379283,,2.0,
3030,8382172,,1.0,
3031,8390667,,1.0,
3032,8393922,,1.0,
3033,8398290,,2.0,
3034,8424446,,1.0,
3035,8426007,,1.0,
3036,8432962,,1.0,
3037,8442040,,1.0,
3038,8444802,,1.0,
3039,8456151,,1.0,
3040,8460081,,1.0,
3041,8493159,,1.0,
3042,8500899,,1.0,
3043,8508096,,1.0,
3044,8520433,,1.0,
3045,8516900,,1.0,
3046,8521059,,2.0,
3047,8523595,,1.0,
3048,8524953,,1.0,
3049,8525214,,2.0,
3050,8573774,,1.0,
3051,8585472,,1.0,
3052,8591404,,2.0,1.0
3053,8591404,,2.0,1.0
3054,8612612,,2.0,
3055,8640132,,1.0,
3056,8646235,,1.0,
3057,8648251,,1.0,
3058,8648866,,1.0,
3059,8649814,,1.0,
3060,8653100,,1.0,
3061,8682555,,1.0,
3062,8695628,,1.0,
3063,8701099,,1.0,
3064,8702381,,2.0,
3065,8716028,,1.0,
3066,8759967,,1.0,
3067,8771498,,1.0,
3068,8777609,,1.0,
3069,8777843,,1.0,
3070,8827407,,1.0,
3071,8848942,,1.0,
3072,8883847,,1.0,
3073,8908544,,1.0,
3074,8908767,,1.0,
3075,8938257,,2.0,
3076,8940640,,1.0,
3077,8960514,,1.0,
3078,8976187,,1.0,
3079,8976344,,1.0,
3080,8976589,,1.0,
3081,9005210,,1.0,
3082,9017929,,1.0,
3083,9028134,,1.0,1.0
3084,9028134,,1.0,1.0
3085,9028134,,1.0,1.0
3086,9047103,,1.0,
3087,9084373,,1.0,
3088,9095152,,2.0,
3089,9115188,,1.0,
3090,9118716,,1.0,
3091,9206046,,1.0,
3092,9209247,,1.0,
3093,9214444,,1.0,
3094,9222516,,2.0,
3095,9230007,,1.0,
3096,9242059,,1.0,
3097,9244177,,1.0,
3098,9279862,,1.0,
3099,9655407,,1.0,
3100,9288444,,1.0,
3101,9288456,,1.0,
3102,9289704,,1.0,
3103,9289960,,1.0,
3104,9290948,,1.0,
3105,9292463,,1.0,1.0
3106,9301183,,1.0,
3107,9303033,,1.0,
3108,9304367,,2.0,
3109,9331207,,1.0,
3110,9343888,,1.0,
3111,9364179,,1.0,
3112,9366994,,1.0,1.0
3113,9369047,,1.0,
3114,9395246,,1.0,
3115,9402020,,1.0,
3116,9412618,,1.0,
3117,9458275,,1.0,
3118,9469775,,1.0,
3119,9471399,,1.0,
3120,9488454,,1.0,
3121,9526946,,1.0,
3122,9529640,,1.0,
3123,9593997,,1.0,
3124,9594915,,1.0,
3125,9613175,,1.0,
3126,9614124,,1.0,
3127,9640204,,2.0,
3128,9655288,,1.0,
3129,9655346,,1.0,
3130,9655419,,1.0,
3131,9699950,,1.0,
3132,9706609,,1.0,
3133,9716256,,1.0,
3134,9716528,,1.0,
3135,9716609,,1.0,
3136,9716667,,1.0,
3137,9724292,,1.0,
3138,9751996,,1.0,1.0
3139,9751996,,1.0,1.0
3140,9751996,,1.0,1.0
3141,9754111,,1.0,
3142,9758615,,1.0,
3143,9762390,,2.0,
3144,10484817,,1.0,
3145,9776474,,1.0,
3146,9776816,,1.0,1.0
3147,9776816,,1.0,1.0
3148,9777351,,1.0,
3149,9788612,,1.0,
3150,9791509,,1.0,
3151,9818160,,1.0,
3152,9824673,,1.0,
3153,9826562,,1.0,
3154,9833280,,1.0,
3155,9837573,,1.0,
3156,9845898,,1.0,
3157,9851822,,1.0,
3158,9895543,,1.0,
3159,9896277,,1.0,
3160,9908621,,1.0,
3161,9936518,,1.0,1.0
3162,9942562,,1.0,
3163,9945390,,1.0,
3164,9954643,,1.0,
3165,9959422,,1.0,
3166,9964619,,1.0,
3167,9970841,,1.0,
3168,10019347,,1.0,
3169,10034489,,1.0,
3170,10035150,,1.0,
3171,10087801,,1.0,
3172,10095685,,1.0,
3173,10134571,,1.0,
3174,10147217,,1.0,
3175,10148766,,1.0,
3176,10195926,,1.0,
3177,10206643,,1.0,
